Reward,Time,Actions
28,26.8060002327,[(50,), (), (), (), (), (), (), (), (), (108,), (), (), (51,), (141,), (), (74,), (), (126,), (), ()]
32,29.8379998207,[(12,), (), (), (), (), (), (26,), (135,), (59,), (88,), (102,), (), (75,), (148,), (), (137,), (74,), (179,), (49,), ()]
31,26.6289999485,[(26,), (), (116,), (187,), (), (), (), (), (), (100,), (), (), (12,), (), (137,), (117,), (7,), (41,), (), ()]
26,27.4600000381,[(51,), (), (), (), (), (), (), (), (32,), (), (74,), (), (), (26,), (), (21,), (188,), (), (137,), ()]
21,26.6419999599,[(8, 29), (), (37,), (), (), (188,), (), (), (), (), (), (), (), (), (137,), (197,), (), (112,), (), ()]
22,26.6840000153,[(37,), (), (), (), (), (), (), (), (171,), (), (7,), (163,), (112,), (), (13,), (), (), (59,), (74,), ()]
28,26.1470000744,[(19,), (), (3,), (), (), (), (), (), (), (), (), (), (154,), (), (15,), (), (87,), (32,), (), ()]
31,25.3320000172,[(13, 38, 102, 144), (), (), (), (), (), (), (), (92,), (154,), (), (131,), (2,), (), (78,), (113,), (148,), (), (99,), ()]
30,25.7220001221,[(), (100,), (), (), (), (), (), (), (), (), (124,), (84,), (), (), (187,), (33,), (), (103,), (), ()]
42,27.4329998493,[(103,), (), (), (), (), (), (), (), (180,), (146,), (99,), (53,), (), (162,), (), (196,), (), (19,), (130,), ()]
